Unnamed: 0,timestamp,datetime_kst,open,high,low,close,volume,datetime_kst
2929,1754578920000,2025-08-08 00:02:00+09:00,7415000.0,7415000.0,7415000.0,7415000.0,0.05532941,2025-08-08 00:02:00+09:00
2930,1754579040000,2025-08-08 00:04:00+09:00,7415000.0,7415000.0,7415000.0,7415000.0,0.00131254,2025-08-08 00:04:00+09:00
2931,1754579100000,2025-08-08 00:05:00+09:00,7406000.0,7406000.0,7406000.0,7406000.0,0.02165155,2025-08-08 00:05:00+09:00
2932,1754579160000,2025-08-08 00:06:00+09:00,7406000.0,7406000.0,7406000.0,7406000.0,0.10067322,2025-08-08 00:06:00+09:00
2933,1754579220000,2025-08-08 00:07:00+09:00,7406000.0,7406000.0,7406000.0,7406000.0,0.00364481,2025-08-08 00:07:00+09:00
2934,1754579280000,2025-08-08 00:08:00+09:00,7404000.0,7404000.0,7404000.0,7404000.0,0.00383497,2025-08-08 00:08:00+09:00
2935,1754579400000,2025-08-08 00:10:00+09:00,7404000.0,7404000.0,7404000.0,7404000.0,0.00171664,2025-08-08 00:10:00+09:00
2936,1754581800000,2025-08-08 00:50:00+09:00,7445000.0,7446000.0,7445000.0,7446000.0,0.02678934,2025-08-08 00:50:00+09:00
2937,1754582880000,2025-08-08 01:08:00+09:00,7469000.0,7469000.0,7469000.0,7469000.0,0.0015,2025-08-08 01:08:00+09:00
2938,1754583060000,2025-08-08 01:11:00+09:00,7477000.0,7478000.0,7477000.0,7478000.0,2.63445427,2025-08-08 01:11:00+09:00
2939,1754583120000,2025-08-08 01:12:00+09:00,7478000.0,7478000.0,7463000.0,7463000.0,0.0178142,2025-08-08 01:12:00+09:00
2940,1754583300000,2025-08-08 01:15:00+09:00,7465000.0,7465000.0,7465000.0,7465000.0,0.00432609,2025-08-08 01:15:00+09:00
2941,1754583420000,2025-08-08 01:17:00+09:00,7473000.0,7473000.0,7473000.0,7473000.0,0.1224,2025-08-08 01:17:00+09:00
2942,1754583480000,2025-08-08 01:18:00+09:00,7463000.0,7463000.0,7463000.0,7463000.0,0.000809,2025-08-08 01:18:00+09:00
2943,1754583540000,2025-08-08 01:19:00+09:00,7463000.0,7463000.0,7460000.0,7460000.0,0.0362276,2025-08-08 01:19:00+09:00
2944,1754583660000,2025-08-08 01:21:00+09:00,7461000.0,7461000.0,7461000.0,7461000.0,0.000788,2025-08-08 01:21:00+09:00
2945,1754583720000,2025-08-08 01:22:00+09:00,7460000.0,7460000.0,7460000.0,7460000.0,0.0321,2025-08-08 01:22:00+09:00
2946,1754584140000,2025-08-08 01:29:00+09:00,7460000.0,7460000.0,7460000.0,7460000.0,1.81511065,2025-08-08 01:29:00+09:00
2947,1754584320000,2025-08-08 01:32:00+09:00,7460000.0,7460000.0,7460000.0,7460000.0,0.18488935,2025-08-08 01:32:00+09:00
2948,1754584860000,2025-08-08 01:41:00+09:00,7455000.0,7455000.0,7444000.0,7444000.0,0.06216408,2025-08-08 01:41:00+09:00
2949,1754585160000,2025-08-08 01:46:00+09:00,7419000.0,7419000.0,7410000.0,7410000.0,0.02867827,2025-08-08 01:46:00+09:00
2950,1754585220000,2025-08-08 01:47:00+09:00,7393000.0,7393000.0,7368000.0,7368000.0,0.02051632,2025-08-08 01:47:00+09:00
2951,1754585640000,2025-08-08 01:54:00+09:00,7420000.0,7420000.0,7263000.0,7263000.0,2.65086972,2025-08-08 01:54:00+09:00
2952,1754585820000,2025-08-08 01:57:00+09:00,7427000.0,7427000.0,7427000.0,7427000.0,0.00394228,2025-08-08 01:57:00+09:00
2953,1754586780000,2025-08-08 02:13:00+09:00,7427000.0,7428000.0,7427000.0,7428000.0,0.0824,2025-08-08 02:13:00+09:00
2954,1754586900000,2025-08-08 02:15:00+09:00,7413000.0,7413000.0,7413000.0,7413000.0,0.01375706,2025-08-08 02:15:00+09:00
2955,1754589120000,2025-08-08 02:52:00+09:00,7421000.0,7426000.0,7421000.0,7426000.0,0.2186,2025-08-08 02:52:00+09:00
2956,1754589300000,2025-08-08 02:55:00+09:00,7433000.0,7433000.0,7433000.0,7433000.0,0.01341448,2025-08-08 02:55:00+09:00
2957,1754590320000,2025-08-08 03:12:00+09:00,7425000.0,7425000.0,7425000.0,7425000.0,0.01343645,2025-08-08 03:12:00+09:00
2958,1754592240000,2025-08-08 03:44:00+09:00,7414000.0,7414000.0,7414000.0,7414000.0,0.000783,2025-08-08 03:44:00+09:00
2959,1754593080000,2025-08-08 03:58:00+09:00,7429000.0,7429000.0,7429000.0,7429000.0,0.000783,2025-08-08 03:58:00+09:00
2960,1754593260000,2025-08-08 04:01:00+09:00,7430000.0,7430000.0,7429000.0,7429000.0,0.02404678,2025-08-08 04:01:00+09:00
2961,1754593320000,2025-08-08 04:02:00+09:00,7429000.0,7429000.0,7429000.0,7429000.0,6.598e-05,2025-08-08 04:02:00+09:00
2962,1754595840000,2025-08-08 04:44:00+09:00,7447000.0,7447000.0,7447000.0,7447000.0,0.0016,2025-08-08 04:44:00+09:00
2963,1754595960000,2025-08-08 04:46:00+09:00,7481000.0,7481000.0,7481000.0,7481000.0,0.0318,2025-08-08 04:46:00+09:00
2964,1754596800000,2025-08-08 05:00:00+09:00,7482000.0,7483000.0,7482000.0,7483000.0,0.00279401,2025-08-08 05:00:00+09:00
2965,1754596920000,2025-08-08 05:02:00+09:00,7498000.0,7498000.0,7498000.0,7498000.0,0.0027,2025-08-08 05:02:00+09:00
2966,1754596980000,2025-08-08 05:03:00+09:00,7500000.0,7500000.0,7500000.0,7500000.0,0.02243325,2025-08-08 05:03:00+09:00
2967,1754597040000,2025-08-08 05:04:00+09:00,7498000.0,7498000.0,7498000.0,7498000.0,0.12522934,2025-08-08 05:04:00+09:00
2968,1754597100000,2025-08-08 05:05:00+09:00,7498000.0,7498000.0,7498000.0,7498000.0,0.00507066,2025-08-08 05:05:00+09:00
2969,1754597220000,2025-08-08 05:07:00+09:00,7500000.0,7500000.0,7500000.0,7500000.0,0.0138242,2025-08-08 05:07:00+09:00
2970,1754597340000,2025-08-08 05:09:00+09:00,7500000.0,7500000.0,7500000.0,7500000.0,0.01633189,2025-08-08 05:09:00+09:00
